houseId;address
327660;Абзелиловский р-н Зеленая Поляна Курортная 15/1/А
707312;Абзелиловский р-н Зеленая Поляна Курортная 33/27
707287;Абзелиловский р-н Зеленая Поляна Курортная 33/8
59797;Абзелиловский р-н Зеленая Поляна Курортная 65/6
59801;Абзелиловский р-н Зеленая Поляна Курортная 85/1
59838;Абзелиловский р-н Зеленая Поляна Курортная 85/5
1293;Абзелиловский р-н Зеленая Поляна Ресторан ГЛЦ 1
696744;Абзелиловский р-н Зеленая Поляна Салавата Юлаева 9/А
280819;Абзелиловский р-н Зеленая Поляна Солнечная 29
59669;Абзелиловский р-н Зеленая Поляна Солнечная 37/1
708188;Абзелиловский р-н Зеленая Поляна Торфяная 11/3
338157;Абзелиловский р-н Зеленая Поляна Торфяная 18
59867;Абзелиловский р-н Зеленая Поляна Торфяная 29/1
140029;Абзелиловский р-н Зеленая Поляна ТСЖ Шишма Курортная 49/11
149894;Абзелиловский р-н Зеленая Поляна Шахтеров 14/2
317889;Абзелиловский р-н Красная Башкирия 3 км автодороги Магнитогорск-Аэропорт 3
712414;Абзелиловский р-н Красная Башкирия Заки Валиди 9/1
707970;Абзелиловский р-н Красная Башкирия Заки Валиди 9/2
696719;Абзелиловский р-н Красная Башкирия Ивана Суворова 24/1
696067;Абзелиловский р-н Красная Башкирия Ишмурзы Хидиятова 6/1
714673;Абзелиловский р-н Красная Башкирия Садовая 24/5
60368;Абзелиловский р-н Кусимово Тагира Кусимова 3/1
708091;Абзелиловский р-н Кусимовского рудника Горная 3/3
708090;Абзелиловский р-н Кусимовского рудника Горная 3/7
708215;Абзелиловский р-н Кусимовского рудника Железнодорожная 14/1/А
149957;Абзелиловский р-н Кусимовского рудника Железнодорожная 7/2
708222;Абзелиловский р-н Кусимовского рудника Магнитная 18
24547;Абзелиловский р-н Кусимовского рудника нет улицы 0
711348;Абзелиловский р-н Кусимовского рудника Павлова 27
714172;Абзелиловский р-н Кусимовского рудника Победы 18/1
716855;Абзелиловский р-н Кусимовского рудника Победы 23/3
696666;Абзелиловский р-н Кусимовского рудника Победы 29/Б/5
696665;Абзелиловский р-н Кусимовского рудника Победы 29/Б/6
149991;Абзелиловский р-н Михайловка Восточная 104
133839;Абзелиловский р-н Михайловка Коммунистическая 188
149977;Абзелиловский р-н Михайловка Коммунистическая 211/Б
696077;Абзелиловский р-н Михайловка Муртазы Рахимова 17/1
706295;Абзелиловский р-н Озерное 12
712515;Абзелиловский р-н Озерное Молодежная 33/А
60920;Абзелиловский р-н Покровка Аналыкская 53
127878;Абзелиловский р-н Самарского отделения совхоза Механизаторов 28
593883;Абзелиловский р-н Самарского отделения совхоза Механизаторов 37/2
708218;Абзелиловский р-н Ташбулатово Ленина 147
708107;Абзелиловский р-н Ташбулатово Молодежная 51/3
708157;Абзелиловский р-н Ташбулатово Набережная 18/А
327733;Абзелиловский р-н Ташбулатово Центральная 50/А
150067;Абзелиловский р-н Ташбулатово Шишма 45
126678;Абзелиловский р-н Таштимерово Береговая 12/0
148356;Абзелиловский р-н Таштимерово Зайнап Биишева 2
714183;Абзелиловский р-н Таштимерово Молодежная 12/4
133562;Абзелиловский р-н Тупаково Файзрахмана Хисматуллина 41
133578;Абзелиловский р-н Тупаково Файзрахмана Хисматуллина 44
133513;Абзелиловский р-н Тупаково Файзрахмана Хисматуллина 68
133524;Абзелиловский р-н Тупаково Файзрахмана Хисматуллина 69
133523;Абзелиловский р-н Тупаково Файзрахмана Хисматуллина 75
24505;Абзелиловский р-н Якты-Куль Горный воздух 14
17038;Абзелиловский р-н Якты-Куль Курортная 1
312637;Абзелиловский р-н Якты-Куль Курортная 5
61235;Абзелиловский р-н Якты-Куль Мира 15/1
24497;Абзелиловский р-н Якты-Куль Молодежная 10
707176;Абзелиловский р-н Якты-Куль Озерная 16/2
61282;Абзелиловский р-н Якты-Куль Озерная 8/1
24501;Абзелиловский р-н Якты-Куль Победы 21/1
24506;"Абзелиловский р-н Якты-Куль Санаторий ""Якты-Куль"" 1"
12862;Абзелиловский р-н Якты-Куль Санаторная 1
61261;Абзелиловский р-н Якты-Куль Степная 2/1
139726;Абзелиловский р-н Якты-Куль Центральная 18
135321;Абзелиловский р-н Янгельское 50-летия совхоза 34
5860;Абинский р-н Ахтырский Красная 2
9062;Абинский р-н Ахтырский Шоферская 4
38018;Абинский р-н Васильевский х Комсомольская 19
339;Абинский р-н Екатериновский х Набережная 13
344;Абинский р-н Екатериновский х Набережная 3
345;Абинский р-н Екатериновский х Набережная 4
281225;Абинский р-н Екатериновский х Солнечная 7/А
364;Абинский р-н Екатериновский х Фрунзе 22
366;Абинский р-н Екатериновский х Фрунзе 24
393745;Абинский р-н Екатериновский х Фрунзе 30/А
714235;Абинский р-н Екатериновский х Центральная 12/А
128563;Абинский р-н Екатериновский х Центральная 35
436;Абинский р-н Екатериновский х Центральная 37
393778;Абинский р-н Екатериновский х Центральная 37/Б
455;Абинский р-н Екатериновский х Центральная 54
461;Абинский р-н Екатериновский х Центральная 6
482;Абинский р-н Екатериновский х Центральная 79
485;Абинский р-н Екатериновский х Центральная 81
15516;Абинский р-н Косовичи х Коммунаров 21
15515;Абинский р-н Косовичи х Коммунаров 22
39053;Абинский р-н Мингрельская Базарная 10
65360;Абинский р-н Мингрельская Базарная 20/1
13959;Абинский р-н Мингрельская Базарная 32
39054;Абинский р-н Мингрельская Базарная 9
40654;Абинский р-н Мингрельская Восточная 41
13960;Абинский р-н Мингрельская Гагарина 85
13961;Абинский р-н Мингрельская Горького 30
17178;Абинский р-н Мингрельская Добролюбова 1/А
39380;Абинский р-н Мингрельская Запорожская 30
40925;Абинский р-н Мингрельская Казачья 6
13973;Абинский р-н Мингрельская Комарова 9
39632;Абинский р-н Мингрельская Красная 10
39658;Абинский р-н Мингрельская Красноармейская 30
13963;Абинский р-н Мингрельская Ленина 22
39774;Абинский р-н Мингрельская Ленина 41
39926;Абинский р-н Мингрельская Литвинова 42
40065;Абинский р-н Мингрельская Мельничная 20
13967;Абинский р-н Мингрельская Мельничная 31
13966;Абинский р-н Мингрельская Мельничная 34
13974;Абинский р-н Мингрельская Нестерова 31
16109;Абинский р-н Мингрельская Первомайская 71
40324;Абинский р-н Мингрельская Пушкина 46
40376;Абинский р-н Мингрельская Ростовская 49
393894;Абинский р-н Мингрельская Садовая 22/А
41322;Абинский р-н Мингрельская Славянская 43
281090;Абинский р-н Мингрельская Славянская 6/А
41416;Абинский р-н Мингрельская Степная 52
41414;Абинский р-н Мингрельская Степная 54
41409;Абинский р-н Мингрельская Степная 59
13977;Абинский р-н Мингрельская Тургенева 8
41696;Абинский р-н Мингрельская Федоровская 8
41736;Абинский р-н Мингрельская Харькова 30
128973;Абинский р-н Мингрельская Чкалова 49/А
65582;Абинский р-н Мингрельская Щорса 12/2
13689;Абинский р-н Свердловский х Буденного 22
13687;Абинский р-н Свердловский х Буденного 34
37951;Абинский р-н Свердловский х Буденного 36
37961;Абинский р-н Свердловский х Буденного 8
42134;Абинский р-н Федоровская 3/2 корпус
2218;Абинский р-н Федоровская 40 лет Победы 26
127184;Абинский р-н Федоровская 40 лет Победы 34/А
127183;Абинский р-н Федоровская Восточная 2/А
14204;Абинский р-н Федоровская Гагарина 2/А
1684;Абинский р-н Федоровская Гагарина 7
1574;Абинский р-н Федоровская Колхозная 26
1576;Абинский р-н Федоровская Колхозная 28
1591;Абинский р-н Федоровская Ленина 10
1595;Абинский р-н Федоровская Ленина 15
1613;Абинский р-н Федоровская Ленина 31
1628;Абинский р-н Федоровская Ленина 45
13359;Абинский р-н Федоровская Ленина 5/А
1639;Абинский р-н Федоровская Ленина 55
1654;Абинский р-н Федоровская Ленина 69
1701;Абинский р-н Федоровская Международная 11
1704;Абинский р-н Федоровская Международная 14
1712;Абинский р-н Федоровская Международная 21
1728;Абинский р-н Федоровская Международная 36
1730;Абинский р-н Федоровская Международная 38
1735;Абинский р-н Федоровская Международная 42
13517;Абинский р-н Федоровская Мира 22/А
1792;Абинский р-н Федоровская Мира 48
1828;Абинский р-н Федоровская Первомайская 101
1861;Абинский р-н Федоровская Первомайская 40
1910;Абинский р-н Федоровская Первомайская 85
29416;Абинский р-н Федоровская поле за Федоровской, 600 метров в сторон 1
1963;Абинский р-н Федоровская Прикубанская 131
1967;Абинский р-н Федоровская Прикубанская 135
327438;Абинский р-н Федоровская Прикубанская 2/А
2034;Абинский р-н Федоровская Прикубанская 43
2079;Абинский р-н Федоровская Прикубанская 84
2109;Абинский р-н Федоровская Пролетарская 20
2121;Абинский р-н Федоровская Пролетарская 31
127185;Абинский р-н Федоровская Пролетарская 43/А
65748;Абинский р-н Федоровская Пролетарская 49
16111;Абинский р-н Федоровская Пролетарская 60
13556;Абинский р-н Федоровская Пролетарская 62
2156;Абинский р-н Федоровская Пролетарская 9
13429;Абинский р-н Федоровская Советская 3
2165;Абинский р-н Федоровская Советская 4
13283;Абинский р-н Федоровская Советская 9
2170;Абинский р-н Федоровская Строительная 10
2178;Абинский р-н Федоровская Строительная 18
2182;Абинский р-н Федоровская Строительная 21
2190;Абинский р-н Федоровская Строительная 4
13903;Абинский р-н Федоровская Тракторная бригада N3 зона 1
42683;Абинский р-н Федоровская Тракторная бригада N3 зона 3
579905;Абинский р-н Федоровская Федоровская-Северская0 +260м 1
42685;Абинский р-н Федоровская центральный Мехток 1
14426;Абинский р-н Федоровская Южная 3
12948;Абинский р-н Федоровская Южная 42/А
2292;Абинский р-н Федоровская Южная 48
13282;Абинский р-н Федоровская Южная 79
2301;Абинский р-н Федоровская Южная 8
128610;Абинский р-н Холмская 44.827685, 38.419007 1
67054;Абинский р-н Холмская Западная 24
19998;Агаповский р-н Аблязово Степная 11
20001;Агаповский р-н Аблязово Степная 22
340810;Агаповский р-н Аблязово Уральская 17
169234;Агаповский р-н Аблязово Уральская 38/А
327435;Агаповский р-н Аблязово Уральская 39/А
339043;Агаповский р-н Аблязово Центральная 1
545509;Агаповский р-н Агаповка Агаповское шоссе(АЗС) 1
17850;Агаповский р-н Агаповка Асфальтовый завод 1
23503;Агаповский р-н Агаповка Береговой мкр 113
339589;Агаповский р-н Агаповка Береговой мкр 42/Б
341858;Агаповский р-н Агаповка Береговой мкр 64
18619;Агаповский р-н Агаповка Береговой мкр 65
167985;Агаповский р-н Агаповка Дальняя 24
167702;Агаповский р-н Агаповка Железнодорожная 4/А
19347;Агаповский р-н Агаповка Известковая 28/А
47337;Агаповский р-н Агаповка Известковая 37/1
19368;Агаповский р-н Агаповка Молодежная 25
127323;Агаповский р-н Агаповка Молодежная 57
129160;Агаповский р-н Агаповка Набережная 12
23487;Агаповский р-н Агаповка Октябрьская 11/А
339535;Агаповский р-н Агаповка Октябрьская 13/А
716422;Агаповский р-н Агаповка Октябрьская 41/А
545491;Агаповский р-н Агаповка Октябрьская 9/В
128446;Агаповский р-н Агаповка Отвальная 2/Б
4279;Агаповский р-н Агаповка Отвальная 24/1
129194;Агаповский р-н Агаповка Первомайская 62
281181;Агаповский р-н Агаповка Правобережная 47/2А
167792;Агаповский р-н Агаповка Пролетарская 14/1
49938;Агаповский р-н Агаповка Пролетарская 44/2
716194;Агаповский р-н Агаповка Рабочая 35/А
594922;Агаповский р-н Агаповка Садовый мкр 40/1
26363;Агаповский р-н Агаповка Советская 2/1
340381;Агаповский р-н Агаповка Степная 21
127996;Агаповский р-н Агаповка Степная 22
341859;Агаповский р-н Агаповка Тепличный мкр 13
701264;Агаповский р-н Агаповка Тепличный мкр 31/1
167970;Агаповский р-н Агаповка Труда 10
340550;Агаповский р-н Агаповка Труда 9/Б
340391;Агаповский р-н Агаповка Уральская 2
167859;Агаповский р-н Агаповка Школьная 1/А
18228;Агаповский р-н Агаповка Школьная 38/10
341860;Агаповский р-н Агаповка Юго-Западный мкр 20
125542;Агаповский р-н Агаповка Юго-Западный мкр 5/а
339090;Агаповский р-н Ближний Березовая 13
167587;Агаповский р-н Ближний Центральная 14
339873;Агаповский р-н Буранная ж/д_ст Дорожная 1
339835;Агаповский р-н Буранная ж/д_ст Железнодорожная 12
128906;Агаповский р-н Буранная ж/д_ст Железнодорожная 13
339842;Агаповский р-н Буранная ж/д_ст Железнодорожная 2
339824;Агаповский р-н Буранная ж/д_ст Новая 18
339785;Агаповский р-н Буранная ж/д_ст Степная 2
339808;Агаповский р-н Буранная ж/д_ст Степная 43
339812;Агаповский р-н Буранная ж/д_ст Степная 48
129075;Агаповский р-н Буранная ж/д_ст Труда 10/1
137279;Агаповский р-н Буранная ж/д_ст Труда 20
339660;Агаповский р-н Буранная ж/д_ст Элеваторная 1/1
339661;Агаповский р-н Буранная ж/д_ст Элеваторная 1/2
339665;Агаповский р-н Буранная ж/д_ст Элеваторная 2
128676;Агаповский р-н Буранный Автомобилистов 12
19681;Агаповский р-н Буранный Ветеранов 1/3
340584;Агаповский р-н Буранный Волынцева 13
23526;Агаповский р-н Буранный Волынцева 16
280813;Агаповский р-н Буранный Лазурный пер 17
19687;Агаповский р-н Буранный Парковый пер 1
301161;Агаповский р-н Буранный Полевая 2-я 4
19653;Агаповский р-н Буранный Полевая 6
24582;Агаповский р-н Буранный Полевая 7/2
594001;Агаповский р-н Буранный Придорожная 10/Ж
340684;Агаповский р-н Буранный Ясный пер 6
33470;Агаповский р-н Верхнекизильское Набережная 37
33479;Агаповский р-н Верхнекизильское Набережная 50/А
33505;Агаповский р-н Верхнекизильское Советская 75
33642;Агаповский р-н Верхнекизильское Школьная 11
33653;Агаповский р-н Верхнекизильское Школьная 25
136639;Агаповский р-н Воздвиженка Озерная 95
341573;Агаповский р-н Гумбейка ж/д_ст Ветеранов 14
281191;Агаповский р-н Гумбейка ж/д_ст Заводская 1
341593;Агаповский р-н Гумбейка ж/д_ст Зеленая 13
341603;Агаповский р-н Гумбейка ж/д_ст Зеленая 32
339183;Агаповский р-н Гумбейка ж/д_ст Зеленая 43
341627;Агаповский р-н Гумбейка ж/д_ст Привокзальная 11
716210;Агаповский р-н Гумбейка ж/д_ст Степная 12/А
341655;Агаповский р-н Гумбейка ж/д_ст Элеваторная 24
281313;Агаповский р-н Гумбейский Нагорная 0
20078;Агаповский р-н Гумбейский Нагорная 3
23610;Агаповский р-н Гумбейский Садовая 10
20089;Агаповский р-н Гумбейский Садовая 23
20099;Агаповский р-н Гумбейский Садовая 47
12705;Агаповский р-н Гумбейский Садовая 51
17143;Агаповский р-н Гумбейский Садовая 81/А
169269;Агаповский р-н Гумбейский Советская 38
707778;Агаповский р-н Желтинский Семакина 47
317527;Агаповский р-н Желтинский Советская 5
317494;Агаповский р-н Желтинский Советская 51
317654;Агаповский р-н Желтинский Степная 8
717051;Агаповский р-н Желтинский Строитель-2 садово некоммерческое товари 133
548565;Агаповский р-н Желтинский Строитель-2 садово некоммерческое товари 142
550947;Агаповский р-н Желтинский Строитель-2 садово некоммерческое товари 390
550879;Агаповский р-н Желтинский Строитель-2 садово некоммерческое товари 663
317552;Агаповский р-н Желтинский Строительная 13
555306;Агаповский р-н Зингейка Студенческая 14
126443;Агаповский р-н Магнитный 60 лет Октября *12
126448;Агаповский р-н Магнитный 60 лет Октября *15
126463;Агаповский р-н Магнитный 60 лет Совхозу *3
126464;Агаповский р-н Магнитный 60 лет Совхозу *5
126470;Агаповский р-н Магнитный Молодежная *6
126527;Агаповский р-н Магнитный Октябрьская *3
126518;Агаповский р-н Магнитный Октябрьская 6
126528;Агаповский р-н Магнитный Пионерская *13
126538;Агаповский р-н Магнитный Пионерская *15
126540;Агаповский р-н Магнитный Пионерская *20
126574;Агаповский р-н Магнитный Полевая *18
126619;Агаповский р-н Магнитный Советская *2
126620;Агаповский р-н Магнитный Советская *24/2
126607;Агаповский р-н Магнитный Советская *6
13860;Агаповский р-н Малиновка Зеленая 23/2
341177;Агаповский р-н Малиновка Клубная 10
341213;Агаповский р-н Малиновка Озерная 7
339196;Агаповский р-н Малиновка Садовая 3
341218;Агаповский р-н Малиновка Садовая 4
714268;Агаповский р-н Муравейник Набережная 16/1
580467;Агаповский р-н Муравейник Набережная 5
580456;Агаповский р-н Муравейник Набережная 6
580510;Агаповский р-н Муравейник Советская 3
339220;Агаповский р-н Наваринка Административная 31
167451;Агаповский р-н Наваринка Новая 46
169320;Агаповский р-н Наровчатка Кооперативная 23/3
341687;Агаповский р-н Наровчатка Луговая 2
592975;Агаповский р-н Наровчатка Степная 17/1
301076;Агаповский р-н Новобуранное Набережная 21
341100;Агаповский р-н Новобурановка Заводская 26
128100;Агаповский р-н Новобурановка Тихий пер 10
135189;Агаповский р-н Новоянгелька Степная 5
135239;Агаповский р-н Новоянгелька Центральная 14
139336;Агаповский р-н Озерный Восточная 14
139368;Агаповский р-н Озерный Набережная 18
139373;Агаповский р-н Озерный Окружная 2/Б
340851;Агаповский р-н Первомайский Безымянный пер 4
340883;Агаповский р-н Первомайский Набережная 18
340886;Агаповский р-н Первомайский Набережная 20
341027;Агаповский р-н Первомайский Нагорная 7
340995;Агаповский р-н Первомайский Новая 1
340996;Агаповский р-н Первомайский Новая 10
339306;Агаповский р-н Первомайский Садовая 4
340921;Агаповский р-н Первомайский Светлый пер 2
340978;Агаповский р-н Первомайский Центральная 7
706320;Агаповский р-н Приморский Березовая Роща снт 295
706269;Агаповский р-н Приморский Березовая Роща снт Еловая 1 037
704912;Агаповский р-н Приморский Березовая Роща снт Николаевская 45/А
706338;Агаповский р-н Приморский Березовая Роща снт Свободы 885
593847;Агаповский р-н Приморский в 4 км на сев-вост база отдыха Ветерок 1
38172;Агаповский р-н Приморский Гагарина 20
707304;Агаповский р-н Приморский Гидростроителей 1/А/1
38211;Агаповский р-н Приморский Горького 2
128232;Агаповский р-н Приморский Калинина 1/1
38233;Агаповский р-н Приморский Калинина 18
38996;Агаповский р-н Приморский Клубная 1
38922;Агаповский р-н Приморский Клубный 3-й пер 2
38810;Агаповский р-н Приморский Комсомольская 4
165261;Агаповский р-н Приморский Лазурный снт 8
165315;Агаповский р-н Приморский Лазурный снт 93
717036;Агаповский р-н Приморский Металлург-3 снт 1 018
717014;Агаповский р-н Приморский Металлург-3 снт 1 185
717008;Агаповский р-н Приморский Металлург-3 снт 1 220
165361;Агаповский р-н Приморский Металлург-3 снт 1125
165583;Агаповский р-н Приморский Металлург-3 снт 118
165698;Агаповский р-н Приморский Металлург-3 снт 184
165714;Агаповский р-н Приморский Металлург-3 снт 194
717025;Агаповский р-н Приморский Металлург-3 снт 289
717024;Агаповский р-н Приморский Металлург-3 снт 306
717003;Агаповский р-н Приморский Металлург-3 снт 332
165630;Агаповский р-н Приморский Металлург-3 снт 334
165547;Агаповский р-н Приморский Металлург-3 снт 421
717019;Агаповский р-н Приморский Металлург-3 снт 508
165555;Агаповский р-н Приморский Металлург-3 снт 595
717007;Агаповский р-н Приморский Металлург-3 снт 598
717011;Агаповский р-н Приморский Металлург-3 снт 622
717012;Агаповский р-н Приморский Металлург-3 снт 624
165694;Агаповский р-н Приморский Металлург-3 снт 701
165656;Агаповский р-н Приморский Металлург-3 снт 710
165507;Агаповский р-н Приморский Металлург-3 снт 725/Б
165455;Агаповский р-н Приморский Металлург-3 снт 763
717058;Агаповский р-н Приморский Металлург-3 снт 795
717004;Агаповский р-н Приморский Металлург-3 снт 855
717055;Агаповский р-н Приморский Металлург-3 снт 863/Б
165661;Агаповский р-н Приморский Металлург-3 снт 999
716915;Агаповский р-н Приморский Металлург-3 снт КПП (будка охраны) 1
563812;Агаповский р-н Приморский Садовая 1/2
38631;Агаповский р-н Приморский Северная 8
38644;Агаповский р-н Приморский Советская 18
38840;Агаповский р-н Приморский Стадионная 4
38688;Агаповский р-н Приморский Строителей 17
127762;Агаповский р-н Приморский Угс 2
38796;Агаповский р-н Приморский Чайковского 7
166601;Агаповский р-н Приморский Энергетик снт 126
166560;Агаповский р-н Приморский Энергетик снт 200
707720;Агаповский р-н Приморский Энергетик снт 340
166638;Агаповский р-н Приморский Энергетик снт 401
714144;Агаповский р-н Приморский Энергетик снт 754
707741;Агаповский р-н Приморский Энергетик снт 996
548537;Агаповский р-н Просторный Цветочная 2/А
23561;Агаповский р-н Светлогорск Дорожная 18
22886;Агаповский р-н Светлогорск Цементников 2
22888;Агаповский р-н Светлогорск Школьная 4
593732;Агаповский р-н Солодянка Мира 13
593780;Агаповский р-н Солодянка Новостройная 4
593715;Агаповский р-н Солодянка Солнечный пер 3
133902;Агаповский р-н Субутак ж/д_ст 8 Марта 12
133900;Агаповский р-н Субутак ж/д_ст 8 Марта 24
133916;Агаповский р-н Субутак ж/д_ст Горняков 1
133914;Агаповский р-н Субутак ж/д_ст Горняков 2
133962;Агаповский р-н Субутак ж/д_ст Железнодорожная 41
133951;Агаповский р-н Субутак ж/д_ст Железнодорожная 43
133978;Агаповский р-н Субутак ж/д_ст Железнодорожная 52
133943;Агаповский р-н Субутак ж/д_ст Железнодорожная 56
133933;Агаповский р-н Субутак ж/д_ст Железнодорожная 68
133934;Агаповский р-н Субутак ж/д_ст Железнодорожная 71
133965;Агаповский р-н Субутак ж/д_ст Железнодорожная 75
717001;Агаповский р-н Субутак ж/д_ст Железнодорожная 75/2
133885;Агаповский р-н Субутак ж/д_ст Индустриальный кв-л 1
133884;Агаповский р-н Субутак ж/д_ст Индустриальный кв-л 4
133990;Агаповский р-н Субутак ж/д_ст Набережная 3
134015;Агаповский р-н Субутак ж/д_ст Октябрьская 15
134022;Агаповский р-н Субутак ж/д_ст Октябрьская 16
134067;Агаповский р-н Субутак ж/д_ст Пионерская 11
134026;Агаповский р-н Субутак ж/д_ст Пионерская 12
134062;Агаповский р-н Субутак ж/д_ст Пионерская 14
134043;Агаповский р-н Субутак ж/д_ст Пионерская 21
134065;Агаповский р-н Субутак ж/д_ст Пионерская 22
134045;Агаповский р-н Субутак ж/д_ст Пионерская 23
134068;Агаповский р-н Субутак ж/д_ст Пионерская 25
134047;Агаповский р-н Субутак ж/д_ст Пионерская 37
134070;Агаповский р-н Субутак ж/д_ст Рудная 1
134119;Агаповский р-н Субутак ж/д_ст Школьная 16
134114;Агаповский р-н Субутак ж/д_ст Школьная 19/А
134100;Агаповский р-н Субутак ж/д_ст Школьная 24
134105;Агаповский р-н Субутак ж/д_ст Школьная 28
134135;Агаповский р-н Субутак ж/д_ст Школьная 30
134103;Агаповский р-н Субутак ж/д_ст Школьная 33
134144;Агаповский р-н Субутак ж/д_ст Школьная 35
134131;Агаповский р-н Субутак ж/д_ст Школьная 38
134101;Агаповский р-н Субутак ж/д_ст Школьная 41
134094;Агаповский р-н Субутак ж/д_ст Школьная 44
134138;Агаповский р-н Субутак ж/д_ст Школьная 46
134133;Агаповский р-н Субутак ж/д_ст Школьная 7
136553;Агаповский р-н Ташказган Хлеборобов 29
134653;Агаповский р-н Требиат Новая 5
592581;Агаповский р-н Урожайный Нижняя 31
339922;Агаповский р-н Харьковский Зеленая 9
339965;Агаповский р-н Харьковский Центральная 2
339974;Агаповский р-н Харьковский Центральная 8
167554;Агаповский р-н Черноотрог Новый пер 55
339356;Агаповский р-н Черноотрог Октябрьская 22
339632;Агаповский р-н Янгельский Первомайская 13/А
341398;Агаповский р-н Янгельский Пролетарская 37
341471;Агаповский р-н Янгельский Советская 3
341514;Агаповский р-н Янгельский Черепанова пер 10
341527;Агаповский р-н Янгельский Школьная 12
146;Адыгейск Псекупс х Гагарина 8
129065;Адыгейск Псекупс х Железнодорожная 39/1
58611;Адыгейск Псекупс х Индустриальная 4
104;Адыгейск Псекупс х Ленина 13
324465;Адыгейск Псекупс х Паранука 22/А
146967;Адыгейск Псекупс х Победы 12
228;Адыгейск Псекупс х Полевая 1
17632;Адыгейск Псекупс х Школьная 57
137384;Баймакский р-н Культабан Озерная 30
137451;Баймакский р-н Культабан Садовая 24/А
712573;Белорецкий р-н Абзаково 55 лет Победы 24
712530;Белорецкий р-н Абзаково 55 лет Победы 44
713829;Белорецкий р-н Абзаково 839
711099;Белорецкий р-н Абзаково Кооперативная 11
711103;Белорецкий р-н Абзаково Кооперативная 5
716465;Белорецкий р-н Абзаково Ленина 32
716466;Белорецкий р-н Абзаково Ленина 32
713864;Белорецкий р-н Абзаково Ленина 34
712565;Белорецкий р-н Абзаково Ленина 71
712892;Белорецкий р-н Абзаково Ленина 85
710997;Белорецкий р-н Абзаково Лесная 30
711004;Белорецкий р-н Абзаково Лесная 8
710852;Белорецкий р-н Абзаково Молодежная 12
710888;Белорецкий р-н Абзаково Молодежная 17
710875;Белорецкий р-н Абзаково Молодежная 46
710844;Белорецкий р-н Абзаково Молодежная 66
710883;Белорецкий р-н Абзаково Молодежная 74
711273;Белорецкий р-н Абзаково Набережная 17
711165;Белорецкий р-н Абзаково Радужная 3
712572;Белорецкий р-н Абзаково Солнечная 27
711131;Белорецкий р-н Абзаково Трассовый проезд 14
125783;Белореченский р-н Степной БЗОС 1
312440;Варненский р-н Бородиновка Советская 49/1
707270;Варненский р-н Варна Водоканальный пер 4
783;Варненский р-н Варна Говорухина 9/2
20861;Варненский р-н Варна Завалищина 4/1
18110;Варненский р-н Варна Завалищина 56/Б
595230;Варненский р-н Варна Западная 66/Б
714276;Варненский р-н Варна Зуева 18/А
23243;Варненский р-н Варна Кирова 6/1/1
343523;Варненский р-н Варна Кочурова 2/А
713880;Варненский р-н Варна Кочурова 30
170504;Варненский р-н Варна Кундера Я.М. 2
128163;Варненский р-н Варна Кундера Я.М. 26
717032;Варненский р-н Варна Ленина 23/Б
344512;Варненский р-н Варна Ленина 3/2
343565;Варненский р-н Варна Ленина 6/В
714020;Варненский р-н Варна Магнитогорская 2/Е
343312;Варненский р-н Варна Молодежная 1/Б
712179;Варненский р-н Варна Мостовой пер 3/Б
27419;Варненский р-н Варна Октябрьская 3/Б
342111;Варненский р-н Варна Пионерский пер 7/3
21024;Варненский р-н Варна Пролетарская 137/2
